Unit,Unit Name,Topic,Molecule,Category,Source,Identifier,Fetch URL,View Page,Render Tier,Priority,ID Confidence,Teaching Note,CID,Has 3D,Stereo
5,Heredity,Chromatin,30-nm fiber (model),Complex,Model,Solenoid of nucleosomes,-- build in app --,-- build in app --,Built in-app,Standard,n/a,Levels of DNA packing toward a metaphase chromosome.,,,
5,Heredity,Meiosis,Holliday junction,Nucleic acid,PDB,1DCW,https://files.rcsb.org/download/1DCW.pdb,RCSB 1DCW,Cartoon,Core,High,Crossing over made physical - four-way DNA exchange.,,,
5,Heredity,Meiosis,RecA/Rad51 filament,Protein,PDB,1N0W,https://files.rcsb.org/download/1N0W.pdb,RCSB 1N0W,Cartoon,Extended,High,Strand invasion during recombination.,,,
5,Heredity,Meiosis,Telomere G-quadruplex,Nucleic acid,PDB,1KF1,https://files.rcsb.org/download/1KF1.pdb,RCSB 1KF1,Cartoon,Standard,High,Chromosome end protection; four-stranded DNA.,,,
5,Heredity,Meiosis,Cohesin/condensin,Complex,PDB,1W1W,https://files.rcsb.org/download/1W1W.pdb,RCSB 1W1W,Cartoon,Extended,High,Holds sister chromatids together until anaphase.,,,
6,Gene Expression & Regulation,Replication,DNA polymerase (Klenow),Enzyme,PDB,1KLN,https://files.rcsb.org/download/1KLN.pdb,RCSB 1KLN,Cartoon,Core,High,Hand-shaped; 5'->3' synthesis and proofreading.,,,
6,Gene Expression & Regulation,Replication,Taq polymerase,Enzyme,PDB,1TAU,https://files.rcsb.org/download/1TAU.pdb,RCSB 1TAU,Cartoon,Standard,High,Thermostable - the PCR enzyme.,,,
6,Gene Expression & Regulation,Replication,Helicase,Enzyme,PDB,1W36,https://files.rcsb.org/download/1W36.pdb,RCSB 1W36,Cartoon,Standard,High,Unwinds the double helix at the fork.,,,
6,Gene Expression & Regulation,Replication,Topoisomerase I,Enzyme,PDB,1A36,https://files.rcsb.org/download/1A36.pdb,RCSB 1A36,Cartoon,Standard,High,Relieves supercoiling ahead of the fork.,,,
6,Gene Expression & Regulation,Replication,Sliding clamp (PCNA),Protein,PDB,1AXC,https://files.rcsb.org/download/1AXC.pdb,RCSB 1AXC,Cartoon,Standard,High,Ring that keeps polymerase on the template - processivity.,,,
6,Gene Expression & Regulation,Replication,Telomerase,Enzyme,PDB,3KYL,https://files.rcsb.org/download/3KYL.pdb,RCSB 3KYL,Cartoon,Standard,High,Carries its own RNA template; aging and cancer link.,,,
6,Gene Expression & Regulation,Transcription,RNA polymerase II,Complex,PDB,1I6H,https://files.rcsb.org/download/1I6H.pdb,RCSB 1I6H,Surface/Complex,Core,High,Eukaryotic transcription machine with DNA and RNA in place.,,,
6,Gene Expression & Regulation,Transcription,T7 RNA polymerase + DNA,Enzyme,PDB,1MSW,https://files.rcsb.org/download/1MSW.pdb,RCSB 1MSW,Cartoon,Standard,High,"Smaller, clearer view of transcription in action.",,,
6,Gene Expression & Regulation,Transcription,TATA-binding protein on DNA,Protein,PDB,1YTB,https://files.rcsb.org/download/1YTB.pdb,RCSB 1YTB,Cartoon,Core,High,Bends DNA ~80 degrees - promoter recognition.,,,
6,Gene Expression & Regulation,Transcription,Spliceosome,Complex,PDB,5MQF,https://files.rcsb.org/download/5MQF.pdb,RCSB 5MQF,Surface/Complex,Standard,High,Intron removal; RNA processing.,,,
6,Gene Expression & Regulation,Translation,Ribosome + mRNA + tRNAs,Complex,PDB,4V5D,https://files.rcsb.org/download/4V5D.pdb,RCSB 4V5D,Surface/Complex,Core,High,"Show A, P, E sites. The centerpiece translation model.",,,
6,Gene Expression & Regulation,Translation,Aminoacyl-tRNA synthetase,Enzyme,PDB,1QF6,https://files.rcsb.org/download/1QF6.pdb,RCSB 1QF6,Cartoon,Standard,High,Charges tRNA - where the genetic code is physically enforced.,,,
6,Gene Expression & Regulation,Translation,EF-Tu with tRNA,Protein,PDB,1TTT,https://files.rcsb.org/download/1TTT.pdb,RCSB 1TTT,Cartoon,Extended,High,Delivers charged tRNA to the ribosome.,,,
6,Gene Expression & Regulation,Regulation,Lac repressor bound to DNA,Protein,PDB,1LBI,https://files.rcsb.org/download/1LBI.pdb,RCSB 1LBI,Cartoon,Core,High,Operon control; repressor physically blocks the promoter.,,,
6,Gene Expression & Regulation,Regulation,Allolactose,Metabolite,PubChem,allolactose,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/allolactose/record/SDF/?record_type=3d,PubChem: allolactose,Ball-and-stick,Standard,Verified · C12H22O11,Inducer that releases the lac repressor.,6454902,yes,1 UNDEFINED
6,Gene Expression & Regulation,Regulation,IPTG,Metabolite,PubChem,IPTG,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/IPTG/record/SDF/?record_type=3d,PubChem: IPTG,Ball-and-stick,Extended,Verified · C9H18O5S,Non-hydrolyzable lab inducer.,656894,yes,pinned (5)
6,Gene Expression & Regulation,Regulation,Trp repressor + tryptophan,Protein,PDB,1TRO,https://files.rcsb.org/download/1TRO.pdb,RCSB 1TRO,Cartoon,Core,High,Corepressor logic - opposite of the lac operon.,,,
6,Gene Expression & Regulation,Regulation,CAP/CRP + cAMP on DNA,Protein,PDB,1CGP,https://files.rcsb.org/download/1CGP.pdb,RCSB 1CGP,Cartoon,Standard,High,Positive control; bends DNA.,,,
6,Gene Expression & Regulation,Regulation,Zinc finger on DNA,Protein,PDB,1ZAA,https://files.rcsb.org/download/1ZAA.pdb,RCSB 1ZAA,Cartoon,Standard,High,Transcription factor motif reading the major groove.,,,
6,Gene Expression & Regulation,Regulation,Leucine zipper,Protein,PDB,1YSA,https://files.rcsb.org/download/1YSA.pdb,RCSB 1YSA,Cartoon,Standard,High,Dimerizing transcription factor motif.,,,
6,Gene Expression & Regulation,Biotech,EcoRI restriction enzyme + DNA,Enzyme,PDB,1QPS,https://files.rcsb.org/download/1QPS.pdb,RCSB 1QPS,Cartoon,Core,High,Palindromic recognition; sticky ends.,,,
6,Gene Expression & Regulation,Biotech,BamHI + DNA,Enzyme,PDB,1BHM,https://files.rcsb.org/download/1BHM.pdb,RCSB 1BHM,Cartoon,Extended,High,Second restriction enzyme for comparison.,,,
6,Gene Expression & Regulation,Biotech,CRISPR-Cas9 + sgRNA + DNA,Complex,PDB,5F9R,https://files.rcsb.org/download/5F9R.pdb,RCSB 5F9R,Surface/Complex,Core,Verified,Guide RNA targeting; the gene-editing showpiece.,,,
6,Gene Expression & Regulation,Biotech,HIV reverse transcriptase,Enzyme,PDB,1RTD,https://files.rcsb.org/download/1RTD.pdb,RCSB 1RTD,Cartoon,Standard,High,RNA to DNA; central dogma exception.,,,
6,Gene Expression & Regulation,Biotech,Green fluorescent protein,Protein,PDB,1EMA,https://files.rcsb.org/download/1EMA.pdb,RCSB 1EMA,Cartoon,Core,High,Beta-barrel with internal chromophore. pGLO lab tie-in.,,,
7,Natural Selection,Hemoglobin case study,Hemoglobin A (deoxy),Protein,PDB,2HHB,https://files.rcsb.org/download/2HHB.pdb,RCSB 2HHB,Cartoon,Core,High,"Quaternary structure: 2 alpha + 2 beta, 4 hemes. T state.",,,
7,Natural Selection,Hemoglobin case study,Hemoglobin A (oxy),Protein,PDB,1HHO,https://files.rcsb.org/download/1HHO.pdb,RCSB 1HHO,Cartoon,Core,High,R state. Morph with 2HHB to show cooperative binding.,,,
7,Natural Selection,Hemoglobin case study,Sickle hemoglobin (HbS),Protein,PDB,2HBS,https://files.rcsb.org/download/2HBS.pdb,RCSB 2HBS,Cartoon,Core,Verified,Glu6Val. One residue -> polymerization -> disease. Heterozygote advantage.,,,
7,Natural Selection,Hemoglobin case study,Fetal hemoglobin,Protein,PDB,1FDH,https://files.rcsb.org/download/1FDH.pdb,RCSB 1FDH,Cartoon,Standard,High,Higher O2 affinity; gamma instead of beta chains.,,,
7,Natural Selection,Hemoglobin case study,Myoglobin,Protein,PDB,1MBN,https://files.rcsb.org/download/1MBN.pdb,RCSB 1MBN,Cartoon,Core,High,Single subunit - the gene-duplication ancestor of hemoglobin.,,,
7,Natural Selection,Molecular evolution,Cytochrome c (multi-species),Protein,PDB,3CYT,https://files.rcsb.org/download/3CYT.pdb,RCSB 3CYT,Cartoon,Core,High,Sequence conservation as a molecular clock. Compare species entries.,,,
7,Natural Selection,Molecular evolution,16S ribosomal RNA,Nucleic acid,PDB,4V5D,https://files.rcsb.org/download/4V5D.pdb,RCSB 4V5D,Surface/Complex,Standard,High,The molecule behind the three-domain tree of life.,,,
7,Natural Selection,Antibiotic resistance,Beta-lactamase,Enzyme,PDB,1BTL,https://files.rcsb.org/download/1BTL.pdb,RCSB 1BTL,Cartoon,Core,High,Resistance enzyme; selection under antibiotic pressure.,,,
7,Natural Selection,Antibiotic resistance,Penicillin G,Drug,PubChem,benzylpenicillin,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/benzylpenicillin/record/SDF/?record_type=3d,PubChem: benzylpenicillin,Ball-and-stick,Core,Verified · C16H18N2O4S,Beta-lactam ring - the bond beta-lactamase cuts.,5904,yes,pinned (3)
7,Natural Selection,Antibiotic resistance,Amoxicillin,Drug,PubChem,amoxicillin,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/amoxicillin/record/SDF/?record_type=3d,PubChem: amoxicillin,Ball-and-stick,Extended,Verified · C16H19N3O5S,Modified beta-lactam; arms race framing.,33613,yes,pinned (4)
7,Natural Selection,Immunity & pathogens,IgG antibody,Protein,PDB,1IGT,https://files.rcsb.org/download/1IGT.pdb,RCSB 1IGT,Surface/Complex,Core,High,Y shape; constant vs variable regions.,,,
7,Natural Selection,Immunity & pathogens,MHC class I + peptide,Protein,PDB,1HHK,https://files.rcsb.org/download/1HHK.pdb,RCSB 1HHK,Cartoon,Standard,High,Antigen presentation groove.,,,
7,Natural Selection,Immunity & pathogens,HIV-1 protease + inhibitor,Enzyme,PDB,1HVR,https://files.rcsb.org/download/1HVR.pdb,RCSB 1HVR,Cartoon,Core,High,Drug resistance evolution; structure-based drug design.,,,
7,Natural Selection,Immunity & pathogens,Influenza hemagglutinin,Protein,PDB,1RUZ,https://files.rcsb.org/download/1RUZ.pdb,RCSB 1RUZ,Cartoon,Standard,High,Antigenic drift - why flu shots change yearly.,,,
7,Natural Selection,Immunity & pathogens,SARS-CoV-2 spike,Protein,PDB,6VXX,https://files.rcsb.org/download/6VXX.pdb,RCSB 6VXX,Surface/Complex,Standard,High,Variants and selection; very current for students.,,,
7,Natural Selection,Immunity & pathogens,Tobacco mosaic virus,Complex,PDB,2TMV,https://files.rcsb.org/download/2TMV.pdb,RCSB 2TMV,Surface/Complex,Extended,High,Helical capsid; self-assembly.,,,
7,Natural Selection,Adaptation,Rhodopsin + retinal,Receptor,PDB,1F88,https://files.rcsb.org/download/1F88.pdb,RCSB 1F88,Cartoon,Standard,High,Opsin family divergence; color vision evolution.,,,
7,Natural Selection,Adaptation,11-cis-retinal,Cofactor,PubChem,11-cis-retinal,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/11-cis-retinal/record/SDF/?record_type=3d,PubChem: 11-cis-retinal,Ball-and-stick,Standard,Verified · C20H28O,Light-triggered isomerization.,5280490,yes,pinned (achiral)
7,Natural Selection,Adaptation,all-trans-Retinal,Cofactor,PubChem,all-trans-retinal,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/all-trans-retinal/record/SDF/?record_type=3d,PubChem: all-trans-retinal,Ball-and-stick,Standard,Verified · C20H28O,Post-photon state. Morph the two.,638015,yes,pinned (achiral)
7,Natural Selection,Adaptation,D-Luciferin,Metabolite,PubChem,D-luciferin,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/D-luciferin/record/SDF/?record_type=3d,PubChem: D-luciferin,Ball-and-stick,Extended,Verified · C11H8N2O3S2,Bioluminescence; convergent evolution across taxa.,92934,yes,pinned (1)
7,Natural Selection,Adaptation,Antifreeze protein,Protein,PDB,1WFA,https://files.rcsb.org/download/1WFA.pdb,RCSB 1WFA,Cartoon,Extended,High,Adaptation to extreme cold.,,,
7,Natural Selection,Adaptation,Lysozyme (ruminant/bird),Enzyme,PDB,1LZ1,https://files.rcsb.org/download/1LZ1.pdb,RCSB 1LZ1,Cartoon,Extended,High,Convergent evolution of foregut fermentation.,,,
8,Ecology,Biogeochemical cycles,Carbon dioxide,Inorganic,PubChem,carbon dioxide,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/carbon%20dioxide/record/SDF/?record_type=3d,PubChem: carbon dioxide,Ball-and-stick,Core,Verified · CO2,Carbon cycle hub; greenhouse gas.,280,yes,pinned (achiral)
8,Ecology,Biogeochemical cycles,Methane,Inorganic,PubChem,methane,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/methane/record/SDF/?record_type=3d,PubChem: methane,Ball-and-stick,Core,Verified · CH4,"Potent greenhouse gas; methanogens, livestock, permafrost.",297,yes,pinned (achiral)
8,Ecology,Biogeochemical cycles,Nitrogen (N2),Inorganic,PubChem,nitrogen,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/nitrogen/record/SDF/?record_type=3d,PubChem: nitrogen,Ball-and-stick,Core,Verified · N2,78% of the atmosphere but biologically inert.,947,yes,pinned (achiral)
8,Ecology,Biogeochemical cycles,Ammonia,Inorganic,PubChem,ammonia,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/ammonia/record/SDF/?record_type=3d,PubChem: ammonia,Ball-and-stick,Core,Verified · H3N,Nitrogen fixation product.,222,yes,pinned (achiral)
8,Ecology,Biogeochemical cycles,Ammonium,Inorganic,PubChem,ammonium,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/ammonium/record/SDF/?record_type=3d,PubChem: ammonium,Ball-and-stick,Standard,Verified · H4N+,Plant-available nitrogen.,223,yes,pinned (achiral)
8,Ecology,Biogeochemical cycles,Nitrite,Inorganic,PubChem,nitrite,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/nitrite/record/SDF/?record_type=3d,PubChem: nitrite,Ball-and-stick,Standard,Verified · NO2-,Nitrification intermediate.,946,yes,pinned (achiral)
8,Ecology,Biogeochemical cycles,Nitrate,Inorganic,PubChem,nitrate,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/nitrate/record/SDF/?record_type=3d,PubChem: nitrate,Ball-and-stick,Core,Verified · NO3-,Main plant nitrogen source; runoff and eutrophication.,943,yes,pinned (achiral)
8,Ecology,Biogeochemical cycles,Nitrous oxide,Inorganic,PubChem,nitrous oxide,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/nitrous%20oxide/record/SDF/?record_type=3d,PubChem: nitrous oxide,Ball-and-stick,Standard,Verified · N2O,Denitrification product; greenhouse gas.,948,yes,pinned (achiral)
8,Ecology,Biogeochemical cycles,Nitrogenase FeMo-cofactor,Enzyme,PDB,1N2C,https://files.rcsb.org/download/1N2C.pdb,RCSB 1N2C,Surface/Complex,Standard,High,Breaks the N2 triple bond; huge ATP cost.,,,
8,Ecology,Biogeochemical cycles,Phosphate,Inorganic,PubChem,phosphate,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/phosphate/record/SDF/?record_type=3d,PubChem: phosphate,Ball-and-stick,Core,Verified · O4P-3,Limiting nutrient; fertilizer runoff.,1061,yes,pinned (achiral)
8,Ecology,Biogeochemical cycles,Sulfate,Inorganic,PubChem,sulfate,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/sulfate/record/SDF/?record_type=3d,PubChem: sulfate,Ball-and-stick,Extended,Verified · O4S-2,Sulfur cycle; acid rain.,1117,yes,pinned (achiral)
8,Ecology,Biogeochemical cycles,Water,Inorganic,PubChem,water,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/water/record/SDF/?record_type=3d,PubChem: water,Ball-and-stick,Core,Verified · H2O,Water cycle; reuse the Unit 1 model.,962,yes,pinned (achiral)
8,Ecology,Ocean chemistry,Carbonic acid,Inorganic,PubChem,carbonic acid,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/carbonic%20acid/record/SDF/?record_type=3d,PubChem: carbonic acid,Ball-and-stick,Core,Verified · CH2O3,CO2 + H2O. Start of the ocean acidification chain.,767,yes,pinned (achiral)
8,Ecology,Ocean chemistry,Bicarbonate,Inorganic,PubChem,bicarbonate,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/bicarbonate/record/SDF/?record_type=3d,PubChem: bicarbonate,Ball-and-stick,Core,Verified · CHO3-,Buffer system; blood and ocean.,769,yes,pinned (achiral)
8,Ecology,Ocean chemistry,Carbonate,Inorganic,PubChem,carbonate,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/carbonate/record/SDF/?record_type=3d,PubChem: carbonate,Ball-and-stick,Standard,Verified · CO3-2,Depleted by acidification - shell building suffers.,19660,yes,pinned (achiral)
8,Ecology,Ocean chemistry,Calcium carbonate,Inorganic,PubChem,calcium carbonate,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/calcium%20carbonate/record/SDF/?record_type=3d,PubChem: calcium carbonate,Ball-and-stick,Core,Verified (no 3D) · CCaO3,Coral and shell mineral; dissolves as pH drops.,10112,no,pinned (achiral)
8,Ecology,Nitrogenous waste,Ammonia (excretion),Metabolite,PubChem,ammonia,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/ammonia/record/SDF/?record_type=3d,PubChem: ammonia,Ball-and-stick,Standard,Verified · H3N,"Fish: toxic, needs lots of water.",222,yes,pinned (achiral)
8,Ecology,Nitrogenous waste,Urea,Metabolite,PubChem,urea,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/urea/record/SDF/?record_type=3d,PubChem: urea,Ball-and-stick,Standard,Verified · CH4N2O,Mammals: moderate water cost.,1176,yes,pinned (achiral)
8,Ecology,Nitrogenous waste,Uric acid,Metabolite,PubChem,uric acid,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/uric%20acid/record/SDF/?record_type=3d,PubChem: uric acid,Ball-and-stick,Standard,Verified · C5H4N4O3,Birds/reptiles: water conserving. Compare all three.,1175,yes,pinned (achiral)
8,Ecology,Pollutants,DDT,Pollutant,PubChem,DDT,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/DDT/record/SDF/?record_type=3d,PubChem: DDT,Ball-and-stick,Core,Verified · C14H9Cl5,Biomagnification classic; lipid-soluble and persistent.,3036,yes,pinned (achiral)
8,Ecology,Pollutants,PCB 153,Pollutant,PubChem,"2,2',4,4',5,5'-hexachlorobiphenyl",https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/2%2C2%27%2C4%2C4%27%2C5%2C5%27-hexachlorobiphenyl/record/SDF/?record_type=3d,"PubChem: 2,2',4,4',5,5'-hexachlorobiphenyl",Ball-and-stick,Extended,Verified · C12H4Cl6,Persistent organic pollutant.,37034,yes,pinned (achiral)
8,Ecology,Pollutants,Methylmercury,Pollutant,PubChem,methylmercury,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/methylmercury/record/SDF/?record_type=3d,PubChem: methylmercury,Ball-and-stick,Standard,Verified (no 3D) · CH3Hg,Trophic accumulation in fish.,7906,no,pinned (achiral)
8,Ecology,Pollutants,CFC-12,Pollutant,PubChem,dichlorodifluoromethane,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/dichlorodifluoromethane/record/SDF/?record_type=3d,PubChem: dichlorodifluoromethane,Ball-and-stick,Standard,Verified · CCl2F2,Ozone depletion; Montreal Protocol success story.,6391,yes,pinned (achiral)
8,Ecology,Pollutants,Ozone,Inorganic,PubChem,ozone,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/ozone/record/SDF/?record_type=3d,PubChem: ozone,Ball-and-stick,Standard,Verified · O3,Stratospheric shield; compare with O2.,24823,yes,pinned (achiral)
8,Ecology,Energy flow,Glucose,Carbohydrate,PubChem,D-glucose,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/D-glucose/record/SDF/?record_type=3d,PubChem: D-glucose,Ball-and-stick,Core,Verified · C6H12O6,Primary productivity currency; ties Unit 3 to Unit 8.,5793,yes,1 UNDEFINED
8,Ecology,Energy flow,Chlorophyll a,Pigment,PubChem,chlorophyll a,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/chlorophyll%20a/record/SDF/?record_type=3d,PubChem: chlorophyll a,Ball-and-stick,Core,Verified (no 3D) · C55H72MgN4O5,Entry point of energy into the biosphere.,12085802,no,pinned (5)
8,Ecology,Energy flow,Cellulose microfibril,Carbohydrate,Model,"Parallel beta-1,4 chains",-- build in app --,-- build in app --,Built in-app,Standard,n/a,Most abundant biomass; decomposition bottleneck.,,,
